site_id,gradebook_item_id,item_name,item_source,external_id,points_possible,due_date,released,category_id,category_name
BBE3307_2025_26,36030,Course Grade,Manual/Other,,,,,,
BBE3308_2025_26,36029,Course Grade,Manual/Other,,,,,,
BBE3309_2025_26,36028,Course Grade,Manual/Other,,,,,,
BBE3310_2025_26,36027,Course Grade,Manual/Other,,,,,,
BBE400_2025_26,35088,Course Grade,Manual/Other,,,,,,
BBE401_2025_26,35096,Course Grade,Manual/Other,,,,,,
BBE402_2025_26,35095,Course Grade,Manual/Other,,,,,,
BBE403_2025_26,35094,Course Grade,Manual/Other,,,,,,
BBE404_2025_26,35093,Course Grade,Manual/Other,,,,,,
BBE405_2025_26,35092,Course Grade,Manual/Other,,,,,,
BBE4301_2025_26,34703,Course Grade,Manual/Other,,,,,,
BBE4302_2025_26,34704,Course Grade,Manual/Other,,,,,,
BBE4303_2025_26,34705,Course Grade,Manual/Other,,,,,,
BBE4304_2025_26,34707,Course Grade,Manual/Other,,,,,,
BBE4305_2025_26,34706,Course Grade,Manual/Other,,,,,,
BBE4306_2025_26,35989,Course Grade,Manual/Other,,,,,,
BBE4307_2025_26,35091,Course Grade,Manual/Other,,,,,,
BBE4308_2025_26,35090,Course Grade,Manual/Other,,,,,,
BBE4309_2025_26,35089,Course Grade,Manual/Other,,,,,,
BBE4310_2025_26,35988,Course Grade,Manual/Other,,,,,,
BE2304_2025_26,34614,Course Grade,Manual/Other,,,,,,
BE3304_2025_26,34459,Course Grade,Manual/Other,,,,,,
BE3305_2025_26,36408,Course Grade,Manual/Other,,,,,,
BEP1301_2025_26,34833,Course Grade,Manual/Other,,,,,,
BEP1302_2025_26,34834,Course Grade,Manual/Other,,,,,,
BEP1303_2025_26,34831,Course Grade,Manual/Other,,,,,,
BEP1304_2025_26,34832,Course Grade,Manual/Other,,,,,,
BEP1305_2025_26,34830,Course Grade,Manual/Other,,,,,,
BEP1306_2025_26,36606,Course Grade,Manual/Other,,,,,,
BEP1307_2025_26,36605,Course Grade,Manual/Other,,,,,,
BEP1308_2025_26,36604,Course Grade,Manual/Other,,,,,,
BEP1309_2025_26,36584,Course Grade,Manual/Other,,,,,,
BEP1310_2025_26,36583,Course Grade,Manual/Other,,,,,,
BEP1311_2025_26,36582,Course Grade,Manual/Other,,,,,,
BEP1312_2025_26,36581,Course Grade,Manual/Other,,,,,,
BEP1313_2025_26,36580,Course Grade,Manual/Other,,,,,,
BEP1314_2025_26,36601,Course Grade,Manual/Other,,,,,,
BEP1315_2025_26,36600,Course Grade,Manual/Other,,,,,,
BEP1316_2025_26,36599,Course Grade,Manual/Other,,,,,,
BEP220_2025_26,35525,Course Grade,Manual/Other,,,,,,
BEP2301_2025_26,34848,Course Grade,Manual/Other,,,,,,
BEP2302_2025_26,34852,Course Grade,Manual/Other,,,,,,
BEP2303_2025_26,34851,Course Grade,Manual/Other,,,,,,
BEP2304_2025_26,34850,Course Grade,Manual/Other,,,,,,
BEP2305_2025_26,34849,Course Grade,Manual/Other,,,,,,
BEP2306_2025_26,36594,Course Grade,Manual/Other,,,,,,
BEP2307_2025_26,36593,Course Grade,Manual/Other,,,,,,
BEP2308_2025_26,36592,Course Grade,Manual/Other,,,,,,
BEP2309_2025_26,36591,Course Grade,Manual/Other,,,,,,
BEP2310_2025_26,36590,Course Grade,Manual/Other,,,,,,
BEP2311_2025_26,36598,Course Grade,Manual/Other,,,,,,
BEP2312_2025_26,36589,Course Grade,Manual/Other,,,,,,
BEP2313_2025_26,36597,Course Grade,Manual/Other,,,,,,
BEP2314_2025_26,36596,Course Grade,Manual/Other,,,,,,
BEP2315_2025_26,36595,Course Grade,Manual/Other,,,,,,
BEP2316_2025_26,36588,Course Grade,Manual/Other,,,,,,
BEP2317_2025_26,36587,Course Grade,Manual/Other,,,,,,
BEP2318_2025_26,36586,Course Grade,Manual/Other,,,,,,
BEP2319_2025_26,36585,Course Grade,Manual/Other,,,,,,
BEP311_2025_26,35526,Course Grade,Manual/Other,,,,,,
BEP314_2025_26,35528,Course Grade,Manual/Other,,,,,,
BEP315_2025_26,35527,Course Grade,Manual/Other,,,,,,
BEP316_2025_26,36620,Course Grade,Manual/Other,,,,,,
BEP317_2025_26,36619,Course Grade,Manual/Other,,,,,,
BEP318_2025_26,36618,Course Grade,Manual/Other,,,,,,
BEP3301_2025_26,34835,Course Grade,Manual/Other,,,,,,
BEP3302_2025_26,35166,Course Grade,Manual/Other,,,,,,
BEP3303_2025_26,34838,Course Grade,Manual/Other,,,,,,
BEP3304_2025_26,34837,Course Grade,Manual/Other,,,,,,
BEP3305_2025_26,34836,Course Grade,Manual/Other,,,,,,
BEP3305_2025_26,35163,Group task 1: Intervention strategies exploration,Assignments,/assignment/a/BEP3305_2025_26/f2868a1f-6bdd-4b93-8c76-20b4f0361cfe,30.0,2025-10-28 16:00:00,,,
BEP3306_2025_26,36579,Course Grade,Manual/Other,,,,,,
BEP3308_2025_26,36578,Course Grade,Manual/Other,,,,,,
BEP3309_2025_26,36577,Course Grade,Manual/Other,,,,,,
BEP3310_2025_26,36576,Course Grade,Manual/Other,,,,,,
BEP403_2025_26,35237,Course Grade,Manual/Other,,,,,,
BEP407_2025_26,35238,Course Grade,Manual/Other,,,,,,
BEP410_2025_26,35239,Course Grade,Manual/Other,,,,,,
BEP411_2025_26,35548,Course Grade,Manual/Other,,,,,,
BEP412_2025_26,35547,Course Grade,Manual/Other,,,,,,
BMN2301_2025_26,34645,Course Grade,Manual/Other,,,,,,
BMN2302_2025_26,34646,Course Grade,Manual/Other,,,,,,
BMN2302_2025_26,35464,BMN 2303 test 2,Tests & Quizzes,8795,25.0,2025-11-22 11:10:00,,,
BMN2302_2025_26,35488,BMN 2303 test 2 retake,Tests & Quizzes,8799,25.0,2025-11-27 11:10:00,,,
BMN2302_2025_26,35492,BMN 2303 test 2 retake - Troubleshooting,Tests & Quizzes,8800,25.0,2025-11-27 15:10:00,,,
BMN2303_2025_26,34647,Course Grade,Manual/Other,,,,,,
BMN2304_2025_26,34644,Course Grade,Manual/Other,,,,,,
BMN2305_2025_26,36005,Course Grade,Manual/Other,,,,,,
BMN2306_2025_26,36004,Course Grade,Manual/Other,,,,,,
BMN2307_2025_26,36003,Course Grade,Manual/Other,,,,,,
BNE2301_2025_26,34683,Course Grade,Manual/Other,,,,,,
BNE2302_2025_26,34686,Course Grade,Manual/Other,,,,,,
BNE2303_2025_26,34684,Course Grade,Manual/Other,,,,,,
BNE2304_2025_26,34685,Course Grade,Manual/Other,,,,,,
BNE2304_2025_26,34918,Assignment 1 ,Assignments,/assignment/a/BNE2304_2025_26/c5f46fef-559e-42cf-b35d-639d1839528d,100.0,2025-10-12 23:55:00,,,
BNE2305_2025_26,36092,Course Grade,Manual/Other,,,,,,
BNE2306_2025_26,36091,Course Grade,Manual/Other,,,,,,
BNE2307_2025_26,36090,Course Grade,Manual/Other,,,,,,
BNS1301_2025_26,34626,Course Grade,Manual/Other,,,,,,
BNS1302_2025_26,34630,Course Grade,Manual/Other,,,,,,
BNS1303_2025_26,34627,Course Grade,Manual/Other,,,,,,
BNS1304_2025_26,34625,Course Grade,Manual/Other,,,,,,
BNS1305_2025_26,36289,Course Grade,Manual/Other,,,,,,
BNS1306_2025_26,36288,Course Grade,Manual/Other,,,,,,
BNS1307_2025_26,36291,Course Grade,Manual/Other,,,,,,
BNS1308_2025_26,36290,Course Grade,Manual/Other,,,,,,
BNS1309_2025_26,36287,Course Grade,Manual/Other,,,,,,
BNS2301_2025_26,34643,Course Grade,Manual/Other,,,,,,
BNS2302_2025_26,34642,Course Grade,Manual/Other,,,,,,
BNS2303_2025_26,36002,Course Grade,Manual/Other,,,,,,
BNS2303_2025_26,36467,UNIT 2: INFLAMMATION Comments (item:17780),Lesson Builder,lesson-builder:comment:17780,20.0,,,,
BNS2303_2025_26,36469,3.2 Disorders of water and electrolyte balance Comments (item:17791),Lesson Builder,lesson-builder:comment:17791,8.0,,,,
BNS2303_2025_26,36625,6.4. Disorders of pulmonary circulation Comments (item:18200),Lesson Builder,lesson-builder:comment:18200,20.0,,,,
BNS2303_2025_26,36700,7.2. Cerebrovascular disease Comments (item:18318),Lesson Builder,lesson-builder:comment:18318,50.0,,,,
BNS2303_2025_26,36782,TEST,Tests & Quizzes,8890,50.0,2026-04-12 17:00:00,,,
BNS2304_2025_26,36001,Course Grade,Manual/Other,,,,,,
BNS2305_2025_26,36089,Course Grade,Manual/Other,,,,,,
BNS3301_2025_26,34658,Course Grade,Manual/Other,,,,,,
BNS3302_2025_26,36077,Course Grade,Manual/Other,,,,,,
BNS3303_2025_26,34682,Course Grade,Manual/Other,,,,,,
BNS3304_2025_26,36076,Course Grade,Manual/Other,,,,,,
BNS3305_2025_26,36075,Course Grade,Manual/Other,,,,,,
BNS3306_2025_26,34657,Course Grade,Manual/Other,,,,,,
BNS330A_2025_26,35557,Course Grade,Manual/Other,,,,,,
BNS330B_2025_26,36074,Course Grade,Manual/Other,,,,,,
BT3501_2025_26,36220,Course Grade,Manual/Other,,,,,,
BT3502_2025_26,36219,Course Grade,Manual/Other,,,,,,
BT3503_2025_26,36218,Course Grade,Manual/Other,,,,,,
BT3504_2025_26,36217,Course Grade,Manual/Other,,,,,,
BT3505_2025_26,34364,Course Grade,Manual/Other,,,,,,
BT4501_2025_26,34051,Course Grade,Manual/Other,,,,,,
BT4502_2025_26,34054,Course Grade,Manual/Other,,,,,,
BT4503A_2025_26,34053,Course Grade,Manual/Other,,,,,,
BT4503_2025_26,34528,Course Grade,Manual/Other,,,,,,
BT4504_2025_26,35892,Course Grade,Manual/Other,,,,,,
BT4505_2025_26,34052,Course Grade,Manual/Other,,,,,,
BT4506_2025_26,35891,Course Grade,Manual/Other,,,,,,
BT5180_2025_26,34510,Course Grade,Manual/Other,,,,,,
BT518_2025_26,34976,Course Grade,Manual/Other,,,,,,
C1501_2025_26,33869,Course Grade,Manual/Other,,,,,,
C1501_2025_26,34784,Experiment 1,Manual/Other,,19.0,,,,
C1501_2025_26,34971,Test 1,Manual/Other,,32.0,,,,
C1501_2025_26,34972,experiment 2,Manual/Other,,22.0,,,,
C1501_2025_26,35067,experiment 3,Manual/Other,,19.0,,,,
C1501_2025_26,35136,Test 2,Manual/Other,,50.0,,,,
C1501_2025_26,35157,Experiment 4,Manual/Other,,13.0,,,,
C1501_2025_26,35294,Experiement 5,Manual/Other,,21.0,,,,
C1501_2025_26,35345,Test 3,Manual/Other,,50.0,,,,
C1501_2025_26,35493,Exam,Manual/Other,,100.0,,,,
C1502_2025_26,35570,Course Grade,Manual/Other,,,,,,
C1502_2025_26,36528,Experiment 1,Manual/Other,,22.0,,,,
C1502_2025_26,36574,Experiment 2,Manual/Other,,36.0,,,,
C1502_2025_26,36615,TEST 1,Manual/Other,,54.0,,,,
C1502_2025_26,36676,Experiment 3,Manual/Other,,25.0,,,,
C1502_2025_26,36736,Test 2,Manual/Other,,37.0,,,,
C1502_2025_26,36748,Experiment 4,Manual/Other,,18.0,,,,
C1502_2025_26,36802,Experiment 5,Manual/Other,,26.0,,,,
C215_2025_26,34933,Course Grade,Manual/Other,,,,,,
C2450_2025_26,34158,Course Grade,Manual/Other,,,,,,
C245_2025_26,34934,Course Grade,Manual/Other,,,,,,
C2620_2025_26,35902,Course Grade,Manual/Other,,,,,,
C2710_2025_26,34004,Course Grade,Manual/Other,,,,,,
C2730_2025_26,35914,Course Grade,Manual/Other,,,,,,
C2740_2025_26,34007,Course Grade,Manual/Other,,,,,,
C315_2025_26,36308,Course Grade,Manual/Other,,,,,,
C324_2025_26,34551,Course Grade,Manual/Other,,,,,,
C335_2025_26,34590,Course Grade,Manual/Other,,,,,,
C345_2025_26,36307,Course Grade,Manual/Other,,,,,,
C3620_2025_26,34361,Course Grade,Manual/Other,,,,,,
C3710_2025_26,35788,Course Grade,Manual/Other,,,,,,
C3730_2025_26,34363,Course Grade,Manual/Other,,,,,,
C3740_2025_26,35728,Course Grade,Manual/Other,,,,,,
C4307_2025_26,34197,Course Grade,Manual/Other,,,,,,
C4370_2025_26,34166,Course Grade,Manual/Other,,,,,,
C4380_2025_26,34330,Course Grade,Manual/Other,,,,,,
C4620_2025_26,35727,Course Grade,Manual/Other,,,,,,
C4710_2025_26,34061,Course Grade,Manual/Other,,,,,,
C4710_2025_26,35408,Coursework,Manual/Other,,100.0,,,,
C4730_2025_26,34095,Course Grade,Manual/Other,,,,,,
C4740_2025_26,35196,Course Grade,Manual/Other,,,,,,
C493_2025_26,35584,Course Grade,Manual/Other,,,,,,
C6202_2025_26,36368,Course Grade,Manual/Other,,,,,,
C6301_2025_26,36370,Course Grade,Manual/Other,,,,,,
C6511_2025_26,36369,Course Grade,Manual/Other,,,,,,
C6513_2025_26,35112,Course Grade,Manual/Other,,,,,,
C6521_2025_26,35099,Course Grade,Manual/Other,,,,,,
C6526_2025_26,36466,Course Grade,Manual/Other,,,,,,
C6533_2025_26,36372,Course Grade,Manual/Other,,,,,,
C6534_2025_26,36371,Course Grade,Manual/Other,,,,,,
C6535_2025_26,35100,Course Grade,Manual/Other,,,,,,
C7000_2025_26,34824,Course Grade,Manual/Other,,,,,,
C7200_2025_26,34823,Course Grade,Manual/Other,,,,,,
CHN3301_2025_26,34656,Course Grade,Manual/Other,,,,,,
CHN3302_2025_26,34659,Course Grade,Manual/Other,,,,,,
CHN3303_2025_26,34660,Course Grade,Manual/Other,,,,,,
CHN3304_2025_26,36080,Course Grade,Manual/Other,,,,,,
CHN3304_2025_26,36567,CHN 3304 Disease Surveillance & Response,Tests & Quizzes,8854,46.0,2026-03-03 22:00:00,,,
CHN3304_2025_26,36694,CHN 3304 Disease Surveillance & Response Test 2,Tests & Quizzes,8882,59.0,2026-03-29 11:30:00,,,
CHN3305_2025_26,36079,Course Grade,Manual/Other,,,,,,
CHN3306_2025_26,36078,Course Grade,Manual/Other,,,,,,
CHS401_2025_26,34778,Course Grade,Manual/Other,,,,,,
CHT2340_2025_26,35915,Course Grade,Manual/Other,,,,,,
CHT3240_2025_26,34365,Course Grade,Manual/Other,,,,,,
CHT3340_2025_26,34090,Course Grade,Manual/Other,,,,,,
CHT3420_2025_26,34815,Course Grade,Manual/Other,,,,,,
CHT3621_2025_26,36065,Course Grade,Manual/Other,,,,,,
CHT3640_2025_26,36064,Course Grade,Manual/Other,,,,,,
CHT3650_2025_26,34366,Course Grade,Manual/Other,,,,,,
CHT4213_2025_26,35897,Course Grade,Manual/Other,,,,,,
CHT4311_2025_26,35896,Course Grade,Manual/Other,,,,,,
CHT4331_2025_26,35895,Course Grade,Manual/Other,,,,,,
CHT4430_2025_26,34055,Course Grade,Manual/Other,,,,,,
CHT4610_2025_26,34060,Course Grade,Manual/Other,,,,,,
CHT4641_2025_26,34057,Course Grade,Manual/Other,,,,,,
CHT4750_2025_26,35894,Course Grade,Manual/Other,,,,,,
CHT4751_2025_26,34240,Course Grade,Manual/Other,,,,,,
CHT4752_2025_26,34059,Course Grade,Manual/Other,,,,,,
CHT4860_2025_26,34241,Course Grade,Manual/Other,,,,,,
CHT4960_2025_26,34058,Course Grade,Manual/Other,,,,,,
CHT4961_2025_26,36496,Course Grade,Manual/Other,,,,,,
CHT5070_2025_26,34664,Course Grade,Manual/Other,,,,,,
CPS2501_2025_26,33916,Course Grade,Manual/Other,,,,,,
CPS2502_2025_26,33915,Course Grade,Manual/Other,,,,,,
CPS2503_2025_26,35611,Course Grade,Manual/Other,,,,,,
CPS2504_2025_26,35610,Course Grade,Manual/Other,,,,,,
CPS2506_2025_26,35609,Course Grade,Manual/Other,,,,,,
CPS2507_2025_26,35608,Course Grade,Manual/Other,,,,,,
CPS2509_2025_26,35577,Course Grade,Manual/Other,,,,,,
CPS2510_2025_26,35576,Course Grade,Manual/Other,,,,,,
CPS2512_2025_26,35596,Course Grade,Manual/Other,,,,,,
CPS3501_2025_26,34029,Course Grade,Manual/Other,,,,,,
CPS3503_2025_26,34028,Course Grade,Manual/Other,,,,,,
CPS3504_2025_26,34027,Course Grade,Manual/Other,,,,,,
CPS3505_2025_26,34026,Course Grade,Manual/Other,,,,,,
CPS3506_2025_26,34025,Course Grade,Manual/Other,,,,,,
CPS3507_2025_26,35646,Course Grade,Manual/Other,,,,,,
CPS3508_2025_26,35618,Course Grade,Manual/Other,,,,,,
CPS3509_2025_26,34230,Course Grade,Manual/Other,,,,,,
CPS411_2025_26,35768,Course Grade,Manual/Other,,,,,,
CPS4501_2025_26,34002,Course Grade,Manual/Other,,,,,,
CPS4502_2025_26,34001,Course Grade,Manual/Other,,,,,,
CPS4503_2025_26,34000,Course Grade,Manual/Other,,,,,,
CPS4504_2025_26,33999,Course Grade,Manual/Other,,,,,,
CPS4505_2025_26,33998,Course Grade,Manual/Other,,,,,,
CPS4506_2025_26,33997,Course Grade,Manual/Other,,,,,,
CPS4507_2025_26,35696,Course Grade,Manual/Other,,,,,,
CPS4508_2025_26,35695,Course Grade,Manual/Other,,,,,,
CPS4509_2025_26,35694,Course Grade,Manual/Other,,,,,,
CPS4510_2025_26,35693,Course Grade,Manual/Other,,,,,,
CPS4511_2025_26,35692,Course Grade,Manual/Other,,,,,,
CPS614_2025_26,35530,Course Grade,Manual/Other,,,,,,
CPS616_2025_26,36493,Course Grade,Manual/Other,,,,,,
CPS618_2025_26,36480,Course Grade,Manual/Other,,,,,,
CPS624_2025_26,35534,Course Grade,Manual/Other,,,,,,
CPS626_2025_26,36492,Course Grade,Manual/Other,,,,,,
CPS628_2025_26,36479,Course Grade,Manual/Other,,,,,,
CPS631_2025_26,35533,Course Grade,Manual/Other,,,,,,
CPS632_2025_26,35535,Course Grade,Manual/Other,,,,,,
CPS636_2025_26,36491,Course Grade,Manual/Other,,,,,,
CPS638_2025_26,36478,Course Grade,Manual/Other,,,,,,
CPS642_2025_26,35532,Course Grade,Manual/Other,,,,,,
CPS644_2025_26,35531,Course Grade,Manual/Other,,,,,,
CPS666_2025_26,35135,Course Grade,Manual/Other,,,,,,
CPS766_2025_26,36695,Course Grade,Manual/Other,,,,,,
CS1301_2025_26,34461,Course Grade,Manual/Other,,,,,,
CS1310_2025_26,33867,Course Grade,Manual/Other,,,,,,
CS1310_2025_26,35013,PracTest 1_Mon 11 ICTRL,Assignments,/assignment/a/CS1310_2025_26/daee3b27-90f1-4514-af2f-6fb8a0808367,30.0,2025-09-29 13:30:00,,,
CS1310_2025_26,35015,PracTest 1 Mon 11am SCN,Assignments,/assignment/a/CS1310_2025_26/f5a7e029-71b9-4d7f-a545-4fb26b1bcb05,100.0,2025-09-29 12:55:00,,,
CS1310_2025_26,35016,PracTest 1 Mon 2pm ICTRL,Assignments,/assignment/a/CS1310_2025_26/23beb2de-0f3e-44c5-a8fb-10ecb675918d,100.0,2025-09-29 16:00:00,,,
CS1310_2025_26,35025,PracTest 1_Tue 11 ICTRL,Assignments,/assignment/a/CS1310_2025_26/f04f5eb6-713e-4d05-a466-ec02fbc8d885,30.0,2025-09-30 13:15:00,,,
CS1310_2025_26,35036,PracTest 1 Thur 11am SCN,Assignments,/assignment/a/CS1310_2025_26/d38c24ec-6942-4cab-aff8-baa63ca4e997,100.0,2025-10-02 12:50:00,,,
CS1310_2025_26,35037,PracTest 1 Thur 2pm SCN,Assignments,/assignment/a/CS1310_2025_26/562cbd10-4c61-4d5a-bf9a-6533fea05e1a,100.0,2025-10-02 15:50:00,,,
CS1310_2025_26,35038,CS1310 Assignment 1,Assignments,/assignment/a/CS1310_2025_26/705b3cd2-3a4d-461a-a598-68c134009c03,100.0,2025-10-31 23:55:00,,,
CS1310_2025_26,35039,Prac Test 1 Thur 11am ICTRL,Assignments,/assignment/a/CS1310_2025_26/a367e461-21d9-4aa5-8b6d-938cff307bdc,30.0,2025-10-02 13:05:00,,,
CS1310_2025_26,35072,PracTest 1 Wednesday 2pm SCN,Assignments,/assignment/a/CS1310_2025_26/5bf8fe95-07d5-436d-93cd-715c0e11ff80,100.0,2025-10-01 16:00:00,,,
CS1310_2025_26,35121,PracTest 1 Mon 2pm SCN,Assignments,/assignment/a/CS1310_2025_26/400af231-5d65-4081-811d-5d0753fd14d7,100.0,2025-09-29 16:55:00,,,
CS1310_2025_26,35215,Mon_11_ICT Prac Test 2,Assignments,/assignment/a/CS1310_2025_26/a27bc9e2-1cd1-471a-9583-cf8bcd55f8d0,100.0,2025-11-03 14:55:00,,,
CS1310_2025_26,35227,Tue_11_ICT Prac Test 2,Assignments,/assignment/a/CS1310_2025_26/2908e087-2e7d-473a-ba0b-e4cb64c36819,100.0,2025-11-04 14:10:00,,,
CS1310_2025_26,35293,Mon 2 SCN Prac Test 2 ,Assignments,/assignment/a/CS1310_2025_26/996e1c9a-9941-48c0-b0e0-7027d72b79da,100.0,2025-11-03 16:55:00,,,
CS1310_2025_26,35301,Wed 2 SCN Prac Test 2,Assignments,/assignment/a/CS1310_2025_26/836ea3a6-3be2-44b4-b341-ff6fcd5d3f1d,100.0,2025-11-05 16:55:00,,,
CS1310_2025_26,35302,Wed 11 SCN Prac Test 2,Assignments,/assignment/a/CS1310_2025_26/6131f62f-9e6a-4133-9697-e0a70693fc82,100.0,2025-11-05 13:55:00,,,
CS1310_2025_26,35323,PracTest 1 Wednesday 11am SCN,Assignments,/assignment/a/CS1310_2025_26/c18aff70-1335-4997-8504-53a42b7ce61a,100.0,2025-10-01 13:00:00,,,
CS1310_2025_26,35374,Wed 2 ICTRL Prac_Test_2,Manual/Other,,100.0,,,,
CS1310_2025_26,35375,Prac Test 1 Wed 2:00pm ICTRL,Assignments,/assignment/a/CS1310_2025_26/08d8243f-dd7b-4256-b595-01b40fc4b305,100.0,2025-10-01 16:50:00,,,
CS1311A_2025_26,33872,Course Grade,Manual/Other,,,,,,
CS1311A_2025_26,34912,CS1311A Quiz 01,Tests & Quizzes,8683,10.0,2025-09-12 20:00:00,,,
CS1311A_2025_26,34981,CS1311A Assignment 1,Assignments,/assignment/a/CS1311A_2025_26/76d060a6-ad8c-40e3-8294-831a56bc663c,100.0,2025-09-28 23:55:00,,,
CS1311A_2025_26,35011,Practical Test 1 - Monday 08:00 - 10:00,Assignments,/assignment/a/CS1311A_2025_26/bb36e539-eff0-4d73-9fd0-5d42847ba19e,100.0,2025-09-29 10:00:00,,,
CS1311A_2025_26,35012,Practical Test 1 - Monday 10:00 - 12:00,Assignments,/assignment/a/CS1311A_2025_26/b3d2b1dd-5a1b-44bb-ae56-ea31baeb1139,100.0,2025-09-29 12:00:00,,,
CS1311A_2025_26,35017,Practical Test 1 - Tuesday 08:00 - 10:00,Assignments,/assignment/a/CS1311A_2025_26/01995bcf-37b4-4efd-bbeb-ca6df7ef376c,100.0,2025-09-30 10:00:00,,,
CS1311A_2025_26,35026,Practical Test 1 - Tuesday 12:00 - 14:00,Assignments,/assignment/a/CS1311A_2025_26/f2f3b2ca-eb0f-4863-9814-72c3b9801cd1,100.0,2025-09-30 14:00:00,,,
CS1311A_2025_26,35034,Practical Test 1 - Wednesday 14:00 - 16:00,Assignments,/assignment/a/CS1311A_2025_26/33879de2-36fe-4b24-9b88-da4442cf0f00,100.0,2025-10-01 15:30:00,,,
CS1311A_2025_26,35035,Practical Test 1 - Thursday 08:00 - 10:00 ,Assignments,/assignment/a/CS1311A_2025_26/e11cc837-0139-4ff3-9fc1-f965ff10a315,100.0,2025-10-02 10:00:00,,,
CS1311A_2025_26,35041,Practical Test 1 - Thursday 12:00 - 14:00,Assignments,/assignment/a/CS1311A_2025_26/f01d01d2-a561-4ee4-b8cd-cae144800586,100.0,2025-10-02 14:00:00,,,
CS1311A_2025_26,35042,Practical Test 1 - Thursday 14:00 - 16:00,Assignments,/assignment/a/CS1311A_2025_26/fa441c7e-303f-460f-8ee8-027b838ccaba,100.0,2025-10-02 16:00:00,,,
CS1311A_2025_26,35045,Practical Test 1 - Friday 08:00 - 10:00,Assignments,/assignment/a/CS1311A_2025_26/f1ec1758-f43f-48d4-926e-0697115f50dc,100.0,2025-10-03 10:00:00,,,
CS1311A_2025_26,35046,Practical Test 1 - Friday 10:00 - 12:00,Assignments,/assignment/a/CS1311A_2025_26/1827f4e5-b141-4305-97f8-f0ee7c47e4f3,100.0,2025-10-03 12:00:00,,,
CS1311A_2025_26,35047,Practical Test 1 - Friday 12:00 - 14:00,Assignments,/assignment/a/CS1311A_2025_26/7eb27039-fae4-4e40-8cd5-540125a1c840,100.0,2025-10-03 14:00:00,,,
CS1311A_2025_26,35048,Practical Test 1 - Friday 14:00 - 16:00,Assignments,/assignment/a/CS1311A_2025_26/44e19509-08b3-4d7c-bcb1-e452ac56b2db,100.0,2025-10-03 16:00:00,,,
CS1311A_2025_26,35066,Practical Test 1 - Tuesday 14:00 - 16:00 ,Assignments,/assignment/a/CS1311A_2025_26/ba240efe-c311-4754-9e33-25b7b3dd6c24,100.0,2025-09-30 12:00:00,,,
CS1311A_2025_26,35077,Practical Test 1 - Tuesday 10:00 - 12:00,Assignments,/assignment/a/CS1311A_2025_26/6eb415fd-26ad-4eb7-83ac-a9b7acc5d68b,100.0,2025-09-30 12:00:00,,,
CS1311A_2025_26,35107,CS1311A Quiz 2,Tests & Quizzes,8705,10.0,2025-10-17 17:00:00,,,
CS1311A_2025_26,35113,Practical Test 1 - Thursday 10:00 - 12:00 ,Assignments,/assignment/a/CS1311A_2025_26/99517121-c8c1-4d0d-9ab7-04b87503db96,100.0,2025-10-02 12:00:00,,,
CS1311A_2025_26,35156,CS1311A Assignment 2,Assignments,/assignment/a/CS1311A_2025_26/ad41c8f4-cb45-4628-9e1a-6c41dfa3272d,100.0,2025-11-03 17:00:00,,,
CS1311A_2025_26,35169,Practical Test 1 - Wednesday 08:00-10:00,Assignments,/assignment/a/CS1311A_2025_26/489f19be-4e51-4aaf-b3d6-74b80c494a3c,100.0,2025-10-29 08:30:00,,,
CS1311A_2025_26,35171,Practical Test 1- Wednesday 10:00-12:00,Assignments,/assignment/a/CS1311A_2025_26/e486efe5-5f97-4b6a-922e-9e748d9ea248,100.0,2025-10-29 11:35:00,,,
CS1311A_2025_26,35211,Practical Test 02 - Monday 08:00 - 10:00,Assignments,/assignment/a/CS1311A_2025_26/0923bb22-7ea2-4b78-b5ca-63808039fef3,100.0,2025-11-03 10:00:00,,,
CS1311A_2025_26,35212,Practical Test 02 - Monday 10:00 - 12:00,Assignments,/assignment/a/CS1311A_2025_26/b0bb28e9-ad95-4c52-996a-a9479daedf19,100.0,2025-11-03 12:00:00,,,
CS1311A_2025_26,35213,Practical Test 1 - Monday 12:00-14:00,Assignments,/assignment/a/CS1311A_2025_26/54b3c16c-4d0e-4672-b8a7-6052195f9403,100.0,2025-11-03 11:35:00,,,
CS1311A_2025_26,35214,Practical Test 1 - Monday 14:00-16:00,Assignments,/assignment/a/CS1311A_2025_26/68409aa6-1ab6-4373-b0db-5dbf9a2403e1,100.0,2025-11-03 11:45:00,,,
CS1311A_2025_26,35228,Practical Test 02 - Tuesday 12:00 - 14:00,Assignments,/assignment/a/CS1311A_2025_26/6d4c69a5-8761-4fba-89ed-5efc06048b5e,100.0,2025-11-04 14:00:00,,,
CS1311A_2025_26,35242,Practical Test 02 - Wednesday 08:00 - 10:00,Assignments,/assignment/a/CS1311A_2025_26/08140dc5-09d5-40a4-b49b-b14d56a3e4cf,100.0,2025-11-05 10:00:00,,,
CS1311A_2025_26,35243,Practical Test 02 - Wednesday 10:00 - 12:00,Assignments,/assignment/a/CS1311A_2025_26/0bad25dc-943c-4f02-b3f6-014971920169,100.0,2025-11-05 12:00:00,,,
CS1311A_2025_26,35250,Practical Test 02 - Wednesday 14:00 - 16:00,Assignments,/assignment/a/CS1311A_2025_26/fab9772e-eb63-4e53-8bfc-c4bf8b15bcf7,100.0,2025-11-05 16:00:00,,,
